,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,actual_left,predicted_left,turnover_probability,risk_score_percent,risk_zone,retention_strategy
626,0.41,0.46,2,156,3,1,1,0,sales,low,1,1,0.94,94.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
10737,0.87,0.64,5,234,2,1,0,0,IT,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10662,0.37,0.51,2,153,3,0,0,0,IT,high,0,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
7801,0.84,0.65,3,269,2,0,0,0,sales,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11538,0.42,0.8,4,259,7,1,0,0,sales,medium,0,0,0.04,4.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5831,0.15,0.91,5,267,4,0,0,0,technical,low,0,1,0.64,64.0,Medium-Risk Zone,"Conduct a targeted stay interview, review workload and compensation, provide a development plan, and address management or role concerns."
9899,0.79,0.54,6,190,4,0,0,0,management,low,0,0,0.06,6.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
851,0.82,0.89,5,217,5,0,1,0,sales,high,1,1,0.965,96.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
1953,0.37,0.52,2,158,3,0,1,0,support,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
9163,0.29,0.43,6,175,3,0,0,0,sales,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7850,0.8,0.58,4,175,2,0,0,0,RandD,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8679,0.65,0.92,3,101,3,1,0,0,IT,medium,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11303,0.8,0.96,3,161,3,0,0,0,technical,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5862,0.85,0.81,2,223,3,1,0,0,product_mng,low,0,0,0.055,5.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9660,0.92,0.97,4,199,3,0,0,0,support,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
541,0.77,0.91,5,236,5,0,1,0,marketing,medium,1,1,0.955,95.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
6729,0.71,0.83,5,206,3,0,0,0,sales,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10720,0.68,0.78,5,233,3,0,0,0,technical,high,0,0,0.055,5.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7753,0.82,0.87,5,273,6,0,0,0,support,medium,0,1,0.975,97.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
1550,0.44,0.5,2,154,3,0,1,0,accounting,medium,1,1,0.98,98.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
1629,0.36,0.49,2,133,3,0,1,0,hr,medium,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
1150,0.39,0.55,2,152,3,1,1,0,sales,medium,1,1,0.94,94.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
8537,0.49,0.89,4,240,2,0,0,0,RandD,medium,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11464,0.28,0.59,6,281,3,0,0,0,product_mng,medium,0,0,0.33,33.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
5349,0.66,0.89,3,257,3,0,0,0,sales,medium,0,0,0.085,8.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11519,0.89,0.55,5,251,10,0,0,0,management,high,0,0,0.03,3.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9849,0.6,0.73,2,180,2,0,0,0,sales,high,0,0,0.145,14.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10177,0.75,0.89,5,154,4,0,0,0,hr,low,0,0,0.28,28.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
6707,0.62,0.68,4,251,4,0,0,0,marketing,medium,0,0,0.065,6.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1961,0.53,0.76,5,132,6,0,1,0,IT,low,1,0,0.135,13.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11786,0.97,0.61,4,262,3,1,0,1,marketing,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9423,0.31,0.38,3,173,2,0,0,0,technical,low,0,0,0.035,3.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3022,0.98,0.8,4,134,2,1,0,0,support,medium,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10210,0.76,0.89,4,224,2,0,0,0,product_mng,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7949,0.79,0.61,4,162,2,0,0,0,sales,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11912,0.65,0.61,5,167,8,0,0,0,sales,low,0,0,0.035,3.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7812,0.42,0.41,5,240,2,0,0,0,technical,medium,0,0,0.145,14.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1980,0.66,0.91,5,248,4,0,1,0,management,low,1,1,0.68,68.0,Medium-Risk Zone,"Conduct a targeted stay interview, review workload and compensation, provide a development plan, and address management or role concerns."
10489,0.98,0.56,5,188,3,0,0,0,technical,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4520,0.52,0.67,3,244,3,0,0,0,sales,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6958,0.49,0.54,4,247,3,1,0,0,sales,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10636,0.78,0.52,5,192,3,1,0,0,technical,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7344,0.98,0.69,3,152,2,0,0,0,sales,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
774,0.39,0.57,2,158,3,0,1,0,sales,low,1,1,0.995,99.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
4871,0.59,0.65,4,163,3,1,0,0,RandD,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5217,0.93,0.94,3,183,2,0,0,0,technical,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1072,0.86,0.83,4,270,5,0,1,0,marketing,medium,1,1,0.87,87.0,Medium-Risk Zone,"Conduct a targeted stay interview, review workload and compensation, provide a development plan, and address management or role concerns."
2522,0.44,0.66,3,162,2,0,0,0,sales,medium,0,0,0.1,10.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9306,0.91,0.52,4,172,4,1,0,0,management,high,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
518,0.39,0.51,2,129,3,0,1,0,IT,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
11333,0.59,0.64,5,123,2,0,0,0,product_mng,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3397,0.6,0.63,4,192,3,0,0,0,support,low,0,0,0.075,7.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5565,0.22,0.65,6,212,4,0,0,0,sales,medium,0,0,0.1,10.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10247,0.21,0.39,6,132,5,0,0,0,accounting,medium,0,0,0.14,14.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1898,0.81,0.92,5,239,5,0,1,0,RandD,medium,1,1,0.79,79.0,Medium-Risk Zone,"Conduct a targeted stay interview, review workload and compensation, provide a development plan, and address management or role concerns."
7126,0.33,0.61,2,163,3,0,0,0,technical,medium,0,0,0.195,19.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
508,0.37,0.57,2,155,3,0,1,0,support,low,1,1,0.985,98.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
1398,0.84,0.86,5,240,5,0,1,0,accounting,medium,1,1,0.925,92.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
1469,0.79,0.86,5,226,5,0,1,0,sales,medium,1,1,0.93,93.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
10419,0.63,0.95,4,134,3,0,0,0,support,medium,0,0,0.035,3.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7350,0.79,0.5,4,252,3,1,0,0,hr,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7993,0.57,0.47,2,158,2,0,0,0,product_mng,medium,0,0,0.065,6.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1851,0.75,1.0,5,223,6,0,1,0,accounting,medium,1,1,0.93,93.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
7623,0.55,0.61,4,272,4,1,0,0,marketing,low,0,0,0.045,4.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
537,0.87,1.0,5,261,5,1,1,0,technical,medium,1,1,0.89,89.0,Medium-Risk Zone,"Conduct a targeted stay interview, review workload and compensation, provide a development plan, and address management or role concerns."
1746,0.44,0.52,2,137,3,0,1,0,RandD,medium,1,1,0.99,99.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
2020,0.84,0.77,4,262,4,0,0,0,technical,low,0,0,0.27,27.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
8204,0.91,0.82,4,260,4,0,0,0,support,low,0,0,0.205,20.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
9785,0.78,0.54,4,102,3,0,0,0,sales,low,0,0,0.05,5.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5439,0.99,0.99,4,195,2,0,0,0,accounting,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10633,0.76,0.7,3,136,2,0,0,0,hr,high,0,0,0.035,3.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7,0.92,0.85,5,259,5,0,1,0,sales,low,1,1,0.925,92.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
1769,0.39,0.56,2,147,3,0,1,0,sales,medium,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
